signal_date,symbol,entry_close,ret_15d,ret_15d_stop5,stop_hit_15d_stop5,ret_15d_stop6,stop_hit_15d_stop6,ret_15d_stop7,stop_hit_15d_stop7,ret_15d_stop8,stop_hit_15d_stop8,ret_30d,ret_30d_stop5,stop_hit_30d_stop5,ret_30d_stop6,stop_hit_30d_stop6,ret_30d_stop7,stop_hit_30d_stop7,ret_30d_stop8,stop_hit_30d_stop8,ret_60d,ret_60d_stop5,stop_hit_60d_stop5,ret_60d_stop6,stop_hit_60d_stop6,ret_60d_stop7,stop_hit_60d_stop7,ret_60d_stop8,stop_hit_60d_stop8,ret_100d,ret_100d_stop5,stop_hit_100d_stop5,ret_100d_stop6,stop_hit_100d_stop6,ret_100d_stop7,stop_hit_100d_stop7,ret_100d_stop8,stop_hit_100d_stop8,ret_200d,ret_200d_stop5,stop_hit_200d_stop5,ret_200d_stop6,stop_hit_200d_stop6,ret_200d_stop7,stop_hit_200d_stop7,ret_200d_stop8,stop_hit_200d_stop8
2025-02-05,ABT,132.05999755859375,2.8850504536040766,2.8850504536040766,0,2.8850504536040766,0,2.8850504536040766,0,2.8850504536040766,0,-3.998181793812461,-5.000000000000004,1,-3.998181793812461,0,-3.998181793812461,0,-3.998181793812461,0,0.5755033921515773,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,3.1803703058367105,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,-6.1260006720060485,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0
2025-02-28,ABT,138.00999450683594,-8.455908001914503,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000018,1,-7.9999999999999964,1,-8.064631328469973,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000018,1,-7.9999999999999964,1,-3.6736412341343616,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000018,1.0,-7.9999999999999964,1.0,-8.963115433335368,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000018,1.0,-7.9999999999999964,1.0,-6.912537979747746,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000018,1.0,-7.9999999999999964,1.0
2025-06-24,ABT,138.0800018310547,-4.591538422521035,-5.000000000000004,1,-4.591538422521035,0,-4.591538422521035,0,-4.591538422521035,0,-5.178164151548681,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000018,1,-7.9999999999999964,1,-2.5420006230377434,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000018,1.0,-7.9999999999999964,1.0,-6.3876066101232425,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000018,1.0,-7.9999999999999964,1.0,,,,,,,,,
2025-12-15,ABUS,4.949999809265137,-1.4141353034639925,-4.999999999999993,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,-16.565651038801832,-4.999999999999993,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-14,ABVX,110.38999938964844,4.221400206426984,4.221400206426984,0,4.221400206426984,0,4.221400206426984,0,4.221400206426984,0,25.319319777859462,25.319319777859462,0,25.319319777859462,0,25.319319777859462,0,25.319319777859462,0,12.818191506581167,12.818191506581167,0.0,12.818191506581167,0.0,12.818191506581167,0.0,12.818191506581167,0.0,,,,,,,,,,,,,,,,,,
2025-08-22,ACAD,25.739999771118164,-4.156953008308973,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,-16.122764784119482,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,-6.721055002407139,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,3.0691566532714987,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,,,,,,,,,
2025-07-28,ACMR,31.979999542236328,-21.32582799389028,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,-12.726703418018904,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000006,1,-7.9999999999999964,1,21.732335404697277,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,16.82301796474328,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,,,,,,,,,
2025-09-17,ACMR,33.7599983215332,24.377973240846494,24.377973240846494,0,24.377973240846494,0,24.377973240846494,0,24.377973240846494,0,24.940765409552856,24.940765409552856,0,24.940765409552856,0,24.940765409552856,0,24.940765409552856,0,18.45380233019709,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,86.37441142529008,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.9999999999999964,1.0,,,,,,,,,
2025-01-28,ACN,378.3900146484375,3.1264003050547995,3.1264003050547995,0,3.1264003050547995,0,3.1264003050547995,0,3.1264003050547995,0,-14.286853770810815,-5.000000000000004,1,-6.000000000000005,1,-7.000000000000006,1,-7.999999999999985,1,-22.98686741698016,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.999999999999985,1.0,-22.038111847617124,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.999999999999985,1.0,-34.84764681003855,-5.000000000000004,1.0,-6.000000000000005,1.0,-7.000000000000006,1.0,-7.999999999999985,1.0
2025-11-05,ACNB,46.90999984741211,4.455340352560655,4.455340352560655,0,4.455340352560655,0,4.455340352560655,0,4.455340352560655,0,12.726500192117296,12.726500192117296,0,12.726500192117296,0,12.726500192117296,0,12.726500192117296,0,11.276915226464613,11.276915226464613,0.0,11.276915226464613,0.0,11.276915226464613,0.0,11.276915226464613,0.0,,,,,,,,,,,,,,,,,,
